metric_id,geography_level,geography_code,year,religion,sex,residence,value,denominator,sample_size,ci_lower,ci_upper,source_id,source_document,extraction_run,methodology_note,break_flag
salaried-earnings,national,IN,2018,hindu,all,rural,12538,regular_salaried_employees_15plus,10391,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural, both sexes, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,hindu,male,rural,13529,regular_salaried_employees_15plus,8110,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural, males, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,hindu,female,rural,8782,regular_salaried_employees_15plus,2280,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural, females, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,hindu,all,urban,19152,regular_salaried_employees_15plus,22148,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, urban, both sexes, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,hindu,male,urban,20159,regular_salaried_employees_15plus,16983,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, urban, males, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,hindu,female,urban,15876,regular_salaried_employees_15plus,5160,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, urban, females, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,christian,all,all,18171,regular_salaried_employees_15plus,3593,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural+urban, both sexes, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,christian,male,all,20091,regular_salaried_employees_15plus,2437,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural+urban, males, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,christian,female,all,15015,regular_salaried_employees_15plus,1155,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural+urban, females, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,christian,all,rural,13566,regular_salaried_employees_15plus,1458,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural, both sexes, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,christian,male,rural,15997,regular_salaried_employees_15plus,1014,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural, males, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,christian,female,rural,9482,regular_salaried_employees_15plus,443,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural, females, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,christian,all,urban,21708,regular_salaried_employees_15plus,2135,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, urban, both sexes, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,christian,male,urban,23278,regular_salaried_employees_15plus,1423,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, urban, males, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,christian,female,urban,19166,regular_salaried_employees_15plus,712,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, urban, females, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,sikh,all,all,15735,regular_salaried_employees_15plus,933,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural+urban, both sexes, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,sikh,male,all,16660,regular_salaried_employees_15plus,725,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural+urban, males, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,sikh,female,all,12905,regular_salaried_employees_15plus,207,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural+urban, females, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,sikh,all,rural,13242,regular_salaried_employees_15plus,410,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural, both sexes, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,sikh,male,rural,14861,regular_salaried_employees_15plus,329,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural, males, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,sikh,female,rural,8113,regular_salaried_employees_15plus,81,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural, females, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,sikh,all,urban,19149,regular_salaried_employees_15plus,523,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, urban, both sexes, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,sikh,male,urban,19172,regular_salaried_employees_15plus,396,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, urban, males, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,sikh,female,urban,19117,regular_salaried_employees_15plus,126,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, urban, females, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,all,all,all,16179,regular_salaried_employees_15plus,43105,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural+urban, both sexes, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,all,male,all,17069,regular_salaried_employees_15plus,33278,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural+urban, males, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,all,female,all,13074,regular_salaried_employees_15plus,9818,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural+urban, females, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,all,all,rural,12543,regular_salaried_employees_15plus,14354,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural, both sexes, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,all,male,rural,13556,regular_salaried_employees_15plus,11210,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural, males, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
salaried-earnings,national,IN,2018,all,female,rural,8746,regular_salaried_employees_15plus,3142,,,plfs-microdata,sources/nada/plfs-2018-19/PLFS_2018_19_CSV.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2018-19 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural, females, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2018-19/. Year=2018 is the start of the Jul-2018 to Jun-2019 reference period.",false
